Chrom,Start,End,ATAC,H3K27ac,H3K9me3,PC1,PC2
chr22,0,200000,0.0,0.0,0.0,0.0,0.0
chr22,200000,400000,0.0,0.0,0.0,0.0,0.0
chr22,400000,600000,0.0,0.0,0.0,0.0,0.0
chr22,600000,800000,0.0,0.0,0.0,0.0,0.0
chr22,800000,1000000,0.0,0.0,0.0,0.0,0.0
chr22,1000000,1200000,0.0,0.0,0.0,0.0,0.0
chr22,1200000,1400000,0.0,0.0,0.0,0.0,0.0
chr22,1400000,1600000,0.0,0.0,0.0,0.0,0.0
chr22,1600000,1800000,0.0,0.0,0.0,0.0,0.0
chr22,1800000,2000000,0.0,0.0,0.0,0.0,0.0
chr22,2000000,2200000,0.0,0.0,0.0,0.0,0.0
chr22,2200000,2400000,0.0,0.0,0.0,0.0,0.0
chr22,2400000,2600000,0.0,0.0,0.0,0.0,0.0
chr22,2600000,2800000,0.0,0.0,0.0,0.0,0.0
chr22,2800000,3000000,0.0,0.0,0.0,0.0,0.0
chr22,3000000,3200000,0.0,0.0,0.0,0.0,0.0
chr22,3200000,3400000,0.0,0.0,0.0,0.0,0.0
chr22,3400000,3600000,0.0,0.0,0.0,0.0,0.0
chr22,3600000,3800000,0.0,0.0,0.0,0.0,0.0
chr22,3800000,4000000,0.0,0.0,0.0,0.0,0.0
chr22,4000000,4200000,0.0,0.0,0.0,0.0,0.0
chr22,4200000,4400000,0.0,0.0,0.0,0.0,0.0
chr22,4400000,4600000,0.0,0.0,0.0,0.0,0.0
chr22,4600000,4800000,0.0,0.0,0.0,0.0,0.0
chr22,4800000,5000000,0.0,0.0,0.0,0.0,0.0
chr22,5000000,5200000,0.0,0.0,0.0,0.0,0.0
chr22,5200000,5400000,0.0,0.0,0.0,0.0,0.0
chr22,5400000,5600000,0.0,0.0,0.0,0.0,0.0
chr22,5600000,5800000,0.0,0.0,0.0,0.0,0.0
chr22,5800000,6000000,0.0,0.0,0.0,0.0,0.0
chr22,6000000,6200000,0.0,0.0,0.0,0.0,0.0
chr22,6200000,6400000,0.0,0.0,0.0,0.0,0.0
chr22,6400000,6600000,0.0,0.0,0.0,0.0,0.0
chr22,6600000,6800000,0.0,0.0,0.0,0.0,0.0
chr22,6800000,7000000,0.0,0.0,0.0,0.0,0.0
chr22,7000000,7200000,0.0,0.0,0.0,0.0,0.0
chr22,7200000,7400000,0.0,0.0,0.0,0.0,0.0
chr22,7400000,7600000,0.0,0.0,0.0,0.0,0.0
chr22,7600000,7800000,0.0,0.0,0.0,0.0,0.0
chr22,7800000,8000000,0.0,0.0,0.0,0.0,0.0
chr22,8000000,8200000,0.0,0.0,0.0,0.0,0.0
chr22,8200000,8400000,0.0,0.0,0.0,0.0,0.0
chr22,8400000,8600000,0.0,0.0,0.0,0.0,0.0
chr22,8600000,8800000,0.0,0.0,0.0,0.0,0.0
chr22,8800000,9000000,0.0,0.0,0.0,0.0,0.0
chr22,9000000,9200000,0.0,0.0,0.0,0.0,0.0
chr22,9200000,9400000,0.0,0.0,0.0,0.0,0.0
chr22,9400000,9600000,0.0,0.0,0.0,0.0,0.0
chr22,9600000,9800000,0.0,0.0,0.0,0.0,0.0
chr22,9800000,10000000,0.0,0.0,0.0,0.0,0.0
chr22,10000000,10200000,0.0,0.0,0.0,0.0,0.0
chr22,10200000,10400000,0.0103065,0.000416736,0.00572537,0.0,0.0
chr22,10400000,10600000,0.137096,0.0292906,0.373318,0.002372195688,-7.71842e-07
chr22,10600000,10800000,0.137096,0.0292906,0.373318,0.002372195688,0.00120224731
chr22,10800000,11000000,0.161015,0.0328626,0.282062,0.0024615867,0.009055672026
chr22,11000000,11200000,0.161015,0.0328626,0.282062,0.003741431963,0.011493585509
chr22,11200000,11400000,0.0540607,0.0473888,0.230651,0.003741431963,0.011493585509
chr22,11400000,11600000,0.0540607,0.0473888,0.230651,0.002811970498,0.022234570191
chr22,11600000,11800000,0.0486157,0.0326244,0.208567,0.002811970498,0.022234570191
chr22,11800000,12000000,0.0278082,0.0205986,0.0722098,0.000673299876,0.004704671659
chr22,12000000,12200000,0.0245023,0.0188126,0.0980324,1.18427e-07,0.003114225974
chr22,12200000,12400000,0.0245023,0.0226823,0.124206,1.18427e-07,0.003114225974
chr22,12400000,12600000,0.02353,0.0226823,0.124206,0.00024787862,0.005732844773
chr22,12600000,12800000,0.0141958,0.0179792,0.092307,0.00024787862,0.005732844773
chr22,12800000,13000000,0.00505603,0.0052985,0.0669518,0.0,0.0
chr22,13000000,13200000,,,,0.0,0.0
chr22,13200000,13400000,,,,0.0,0.0
chr22,13400000,13600000,,,,0.0,0.0
chr22,13600000,13800000,,,,0.0,0.0
chr22,13800000,14000000,,,,0.0,0.0
chr22,14000000,14200000,,,,0.0,0.0
chr22,14200000,14400000,,,,0.0,0.0
chr22,14400000,14600000,,,,0.0,0.0
chr22,14600000,14800000,,,,0.0,0.0
chr22,14800000,15000000,,,,0.0,0.0
chr22,15000000,15200000,0.0,0.0,0.0,4.4908134e-05,0.000267089064
chr22,15200000,15400000,0.0311141,0.00482223,0.0426482,0.00048079507,0.000596437994
chr22,15400000,15600000,0.139235,0.00660824,0.0553842,0.001033897931,0.006484264761
chr22,15600000,15800000,0.4706,0.0292906,0.0757151,0.001488027087,0.006484264761
chr22,15800000,16000000,0.4706,0.0292906,0.0757151,0.004362887875,0.017751619872
chr22,16000000,16200000,0.0305307,0.0119663,0.125374,0.004362887875,0.017751619872
chr22,16200000,16400000,0.0375313,0.0163718,0.143485,0.00381825824,0.020667897863
chr22,16400000,16600000,0.121539,0.0475674,0.252267,0.01186311224,0.0346867936
chr22,16600000,16800000,0.142152,0.109601,0.252267,0.026762712091,0.091919503516
chr22,16800000,17000000,0.491797,0.301359,0.231819,0.066426484183,0.102140225174
chr22,17000000,17200000,0.491797,0.301359,0.165919,0.066426484183,0.123256768178
chr22,17200000,17400000,0.226355,0.169373,0.166269,0.059752222335,0.123256768178
chr22,17400000,17600000,0.37823,0.549079,0.166269,0.085542300355,0.102429086038
chr22,17600000,17800000,0.37823,0.636355,0.132501,0.104042043751,0.018654313599
chr22,17800000,18000000,0.407789,0.704224,0.141148,0.104042043751,0.002704187667
chr22,18000000,18200000,0.407789,0.704224,0.141148,0.078757663433,0.000446386636
